YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
2013,0.978082192,0,0,0,1,1,323.0,2,1960.0,4.0,13212.0,0
2013,1.0,0,1,0,1,1,700.0,2,1960.0,4.0,13213.0,0
2014,1.0,0,1,0,1,1,700.0,2,1960.0,4.0,13213.0,0
2013,0.912328767,0,0,1,0,0,4870.0,2,1948.0,4.0,13213.0,1
2012,0.99726776,0,0,1,0,0,4523.0,2,2009.0,5.0,13213.0,1
2012,1.0,0,0,1,0,0,4322.0,2,2011.0,5.0,13213.0,0
2012,0.901639344,1,0,1,0,0,6300.0,2,1973.0,5.0,13213.0,0
2013,1.0,1,0,1,0,0,6300.0,2,1973.0,5.0,13213.0,0
2015,1.0,1,0,1,0,0,6300.0,2,1973.0,5.0,13213.0,0
2012,0.546448087,1,0,1,0,0,6000.0,2,2012.0,3.0,13213.0,0
2013,0.093150685,0,0,1,0,0,180.0,2,1860.0,2.0,13213.0,0
2015,1.0,0,0,0,1,1,2126.0,2,1960.0,4.0,13213.0,0
2014,1.0,0,0,0,1,1,2600.0,2,1960.0,4.0,13213.0,1
2012,1.0,0,1,0,1,1,1891.0,2,1980.0,4.0,13213.0,1
2015,1.0,0,1,0,1,1,1891.0,2,1980.0,4.0,13213.0,0
2013,1.0,0,1,0,1,1,1891.0,2,1980.0,4.0,13213.0,1
2016,1.0,1,0,1,0,0,3500.0,2,1900.0,7.0,13213.0,1
2013,1.0,1,0,1,0,0,900.0,2,1999.0,3.0,13213.0,0
2014,1.0,0,1,0,1,1,7500.0,2,1980.0,4.0,13213.0,1
2015,1.0,0,1,0,1,1,7500.0,2,1980.0,4.0,13213.0,0
2013,1.0,0,0,1,0,0,320.0,2,1950.0,3.0,13213.0,0
2013,1.0,1,0,0,1,1,16859.0,2,1980.0,4.0,13213.0,0
2013,1.0,1,0,1,0,0,8900.0,2,2012.0,6.0,13214.0,0
2015,1.0,0,0,1,0,0,580.0,2,1950.0,4.0,13214.0,1
2013,1.0,0,0,1,0,0,534.0,2,1910.0,4.0,13214.0,0
2015,1.0,0,0,1,0,0,534.0,2,1910.0,4.0,13214.0,0
2016,1.0,0,0,1,0,0,534.0,2,1910.0,4.0,13214.0,0
2012,1.0,0,0,0,1,1,780.0,2,1960.0,4.0,13214.0,0
2016,0.99726776,0,1,0,1,1,1377.0,2,1960.0,4.0,13214.0,0
2013,1.0,0,1,0,1,1,1920.0,2,1960.0,4.0,13214.0,0
2016,0.99726776,0,1,0,1,1,1920.0,2,1960.0,4.0,13214.0,0
2012,1.0,0,1,0,1,1,1410.0,2,1960.0,4.0,13214.0,0
2012,1.0,1,0,1,0,0,8960.0,2,2009.0,3.0,13215.0,0
2013,0.536986301,1,0,1,0,0,8960.0,2,2009.0,3.0,13215.0,0
2016,0.99726776,0,0,1,0,0,6100.0,2,2007.0,5.0,13215.0,0
2013,0.271232877,0,0,0,1,1,204.0,2,1960.0,4.0,13215.0,0
2012,1.0,0,0,0,1,1,432.0,2,1960.0,4.0,13215.0,1
2013,0.832876712,0,0,0,1,1,432.0,2,1960.0,4.0,13215.0,0
2012,1.0,0,0,1,0,0,400.0,2,2010.0,3.0,13215.0,0
2012,1.0,0,0,1,0,0,330.0,2,1910.0,2.0,13215.0,0
2016,0.99726776,0,0,1,0,0,1300.0,2,1960.0,4.0,13215.0,0
2016,0.016393443,1,0,1,0,0,510.0,2,1950.0,3.0,13215.0,0
2013,1.0,0,0,0,1,1,530.0,2,1960.0,4.0,13215.0,0
2015,1.0,0,0,1,0,0,400.0,2,1900.0,4.0,13215.0,0
2012,1.0,0,1,0,1,1,250.0,2,1980.0,4.0,13215.0,0
2015,1.0,0,1,0,1,1,250.0,2,1960.0,4.0,13216.0,0
2013,1.0,0,1,0,1,1,4000.0,2,1988.0,4.0,13216.0,0
2012,0.431693989,0,0,1,0,0,300.0,2,1950.0,1.0,13216.0,0
2013,0.915068493,0,0,1,0,0,300.0,2,1940.0,3.0,13216.0,1
2015,1.0,0,0,1,0,0,200.0,2,1930.0,2.0,13216.0,0
2016,0.99726776,0,0,0,1,1,540.0,2,1960.0,4.0,13216.0,0
2013,1.0,0,0,1,0,0,450.0,2,1900.0,4.0,13216.0,0
2013,1.0,0,1,0,1,1,68.0,2,1960.0,4.0,13216.0,0
2015,0.983561644,0,1,0,1,1,68.0,2,1960.0,4.0,13216.0,0
2014,1.0,0,1,0,1,1,175.0,2,1960.0,4.0,13216.0,0
2014,1.0,1,1,0,1,1,695.0,2,1960.0,4.0,13216.0,0
2013,1.0,0,1,0,1,1,870.0,1,1960.0,4.0,13904.0,0
2015,1.0,0,1,0,1,1,870.0,1,1960.0,4.0,13904.0,0
2015,1.0,0,1,0,1,1,900.0,2,1960.0,4.0,14047.0,0
2014,1.0,1,0,0,1,1,980.0,2,1980.0,4.0,14079.0,0
2012,1.0,0,0,0,1,1,8500.0,2,1980.0,4.0,14117.0,0
2014,0.747945205,0,0,0,1,1,8500.0,2,1980.0,4.0,14117.0,0
2012,1.0,0,0,0,1,1,1750.0,2,1970.0,4.0,14117.0,1
2012,1.0,0,0,0,1,1,185.0,2,1980.0,4.0,14118.0,0
2012,0.74863388,0,0,0,1,1,840.0,2,1960.0,4.0,14118.0,1
2014,1.0,0,0,0,1,1,290.0,2,1980.0,4.0,14118.0,0
2015,1.0,0,1,0,1,1,3930.0,2,1960.0,4.0,14118.0,0
2013,1.0,1,1,0,1,1,769.0,2,1960.0,4.0,14118.0,0
2016,1.0,0,0,1,0,0,9618.0,2,1990.0,6.0,14118.0,1
2012,1.0,0,0,0,1,1,1837.0,2,1980.0,4.0,14118.0,0
2016,0.99726776,0,0,0,1,1,1837.0,2,1980.0,4.0,14118.0,0
2015,1.0,0,0,0,1,1,3806.0,2,1960.0,4.0,14118.0,1
2014,1.0,0,0,0,1,1,620.0,2,1960.0,4.0,14118.0,0
2014,1.0,0,0,0,1,1,2897.0,2,1980.0,4.0,14118.0,1
2016,0.99726776,0,0,0,1,1,2897.0,2,1980.0,4.0,14118.0,1
2012,1.0,0,0,0,1,1,2561.0,2,1980.0,4.0,14118.0,0
2013,1.0,0,0,0,1,1,2561.0,2,1980.0,4.0,14118.0,0
2013,1.0,0,0,0,1,1,1726.0,2,1980.0,4.0,14118.0,0
2014,1.0,0,0,0,1,1,1870.0,2,1980.0,4.0,14118.0,0
2012,1.0,0,0,0,1,1,1726.0,2,1980.0,4.0,14118.0,1
2014,1.0,0,0,0,1,1,1726.0,2,1980.0,4.0,14118.0,0
2015,1.0,0,0,0,1,1,200.0,2,1980.0,4.0,14118.0,0
2013,0.367123288,0,0,0,1,1,5080.0,2,1980.0,4.0,14118.0,0
2013,0.457534247,0,0,1,0,0,2100.0,2,1965.0,5.0,14118.0,0
2013,1.0,0,0,0,1,1,1782.0,2,1980.0,4.0,14118.0,0
2016,1.0,0,0,0,1,1,8820.0,2,1980.0,4.0,14118.0,1
2012,1.0,0,0,0,1,1,816.0,2,1980.0,4.0,14118.0,0
2013,0.728767123,0,0,0,1,1,1995.0,2,1960.0,4.0,14118.0,0
2014,1.0,0,0,0,1,1,1795.0,2,1980.0,4.0,14118.0,0
2016,0.99726776,0,0,0,1,1,2200.0,2,1980.0,4.0,14118.0,1
2012,1.0,0,0,0,1,1,14200.0,2,1980.0,4.0,14118.0,0
2012,1.0,0,0,0,1,1,530.0,2,1980.0,4.0,14118.0,0
2014,1.0,0,0,0,1,1,530.0,2,1980.0,4.0,14118.0,0
2012,1.0,0,0,0,1,1,2000.0,2,1980.0,4.0,14118.0,0
2012,1.0,0,1,0,1,1,250.0,2,1980.0,4.0,14118.0,0
2013,1.0,0,0,0,1,1,1160.0,2,1980.0,4.0,14118.0,0
2013,1.0,0,0,0,1,1,528.0,2,1960.0,4.0,14118.0,0
2015,1.0,0,0,1,0,0,3650.0,2,1970.0,5.0,14118.0,1
2013,1.0,0,0,0,1,1,1550.0,2,1980.0,4.0,14118.0,1
2015,1.0,0,0,0,1,1,1550.0,2,1980.0,4.0,14118.0,1
2015,1.0,0,0,0,1,1,1411.0,2,1980.0,4.0,14118.0,1
2012,1.0,0,0,0,1,1,4150.0,2,1980.0,4.0,14118.0,0
2015,1.0,0,0,0,1,1,850.0,2,1960.0,4.0,14118.0,0
2012,0.0,0,0,0,1,1,35.0,2,1960.0,4.0,14118.0,0
2014,1.0,0,0,1,0,0,2700.0,2,1970.0,3.0,14220.0,1
2013,1.0,0,1,0,1,1,833.0,2,1960.0,4.0,14220.0,0
2016,0.99726776,0,1,0,1,1,833.0,2,1960.0,4.0,14220.0,0
2013,1.0,0,1,0,1,1,6628.0,2,1980.0,4.0,14220.0,1
2014,1.0,0,1,0,1,1,6628.0,2,1980.0,4.0,14220.0,1
2014,1.0,0,0,0,1,1,1600.0,2,1980.0,4.0,14327.0,0
2016,0.99726776,0,0,0,1,1,1600.0,2,1980.0,4.0,14327.0,0
2015,1.0,0,0,0,1,1,1920.0,2,1980.0,4.0,14327.0,0
2014,1.0,0,0,0,1,1,1660.0,2,1980.0,4.0,14327.0,0
2014,1.0,0,1,0,1,1,1981.0,2,1980.0,4.0,14327.0,1
2015,0.95890411,1,1,0,1,1,1300.0,2,1980.0,4.0,14338.0,0
2013,0.328767123,1,0,0,1,1,2100.0,2,1980.0,4.0,14338.0,0
2012,1.0,0,1,0,1,1,2079.0,2,1988.0,4.0,14341.0,0
2014,1.0,0,1,0,1,1,2079.0,2,1988.0,4.0,14341.0,0
2014,1.0,0,0,0,1,1,1972.0,2,1980.0,4.0,14341.0,1
2012,1.0,0,0,1,0,0,3400.0,2,1974.0,4.0,14365.0,1
2013,1.0,0,0,1,0,0,3400.0,2,1974.0,4.0,14365.0,0
2013,1.0,0,1,0,1,1,650.0,2,1960.0,4.0,14366.0,0
2013,0.254794521,0,0,1,0,0,833.0,2,2011.0,4.0,14383.0,0
2013,1.0,0,0,0,1,1,1414.0,2,1980.0,4.0,14437.0,1
2015,1.0,0,0,0,1,1,1414.0,2,1980.0,4.0,14437.0,1
2012,1.0,0,0,0,1,1,300.0,2,1960.0,4.0,14437.0,0
2014,0.832876712,0,0,0,1,1,300.0,2,1960.0,4.0,14437.0,0
2014,1.0,0,0,0,1,1,1879.0,2,1980.0,4.0,14488.0,0
2015,1.0,0,0,0,1,1,1879.0,2,1980.0,4.0,14488.0,0
2013,0.161643836,0,0,0,1,1,1235.0,2,1980.0,4.0,14488.0,0
2014,0.495890411,0,0,1,0,0,3000.0,2,1980.0,4.0,14488.0,0
2014,1.0,0,0,1,0,0,1330.0,2,1988.0,3.0,14488.0,0
2012,1.0,0,0,1,0,0,870.0,2,1976.0,4.0,14488.0,0
2014,1.0,0,0,0,1,1,1239.0,2,1980.0,4.0,14488.0,0
2015,1.0,0,0,0,1,1,1450.0,2,1980.0,4.0,14488.0,0
2015,1.0,0,0,0,1,1,1800.0,2,1980.0,4.0,14488.0,0
2012,1.0,0,1,0,1,1,1214.0,2,1980.0,4.0,14488.0,0
2012,1.0,0,1,0,1,1,10840.0,2,1980.0,4.0,14701.0,1
2013,1.0,0,0,1,0,0,104.0,2,1926.0,2.0,14715.0,0
2015,1.0,0,0,1,0,0,435.0,2,1850.0,6.0,14715.0,0
2012,0.868852459,0,0,0,1,1,1700.0,2,1960.0,4.0,14762.0,0
2013,1.0,0,1,0,1,1,545.0,1,1960.0,4.0,15012.0,0
2013,1.0,0,0,1,0,0,900.0,1,1981.0,3.0,15014.0,1
2014,1.0,0,0,1,0,0,550.0,1,1960.0,3.0,15014.0,0
2015,1.0,0,0,1,0,0,550.0,1,1960.0,3.0,15014.0,0
2013,1.0,0,0,0,1,1,4700.0,1,1970.0,4.0,15014.0,1
2012,1.0,0,0,0,1,1,981.0,1,1980.0,4.0,15014.0,0
2016,0.99726776,0,0,1,0,0,1670.0,1,1970.0,6.0,15014.0,0
2012,1.0,0,0,1,0,0,1368.0,1,1977.0,3.0,15014.0,0
2013,0.495890411,0,0,0,1,1,1365.0,1,1980.0,4.0,15014.0,0
2013,1.0,0,0,1,0,0,2004.0,1,1980.0,7.0,15014.0,0
2016,0.99726776,0,0,1,0,0,1584.0,1,1979.0,4.0,15014.0,0
2014,0.0,0,0,1,0,0,620.0,1,1990.0,2.0,15014.0,0
2015,1.0,0,1,0,1,1,650.0,1,1960.0,4.0,15014.0,0
2014,1.0,0,1,0,1,1,500.0,1,1960.0,4.0,15187.0,0
2012,1.0,0,1,0,1,1,2100.0,1,1980.0,4.0,15900.0,0
2016,0.99726776,0,1,0,1,1,4000.0,1,1960.0,4.0,16015.0,1
2016,1.0,0,0,1,0,0,820.0,1,1957.0,5.0,16015.0,0
2012,1.0,0,0,1,0,0,1400.0,1,2009.0,5.0,16015.0,1
2015,1.0,0,0,1,0,0,3904.0,1,2005.0,4.0,16015.0,1
2014,1.0,0,0,1,0,0,2721.0,1,2005.0,4.0,16015.0,1
2015,1.0,0,0,1,0,0,2721.0,1,2005.0,4.0,16015.0,0
2013,1.0,0,0,1,0,0,550.0,1,1900.0,3.0,16015.0,0
2015,0.98630137,0,0,1,0,0,550.0,1,1900.0,3.0,16015.0,0
2013,1.0,1,0,1,0,0,3744.0,1,1978.0,6.0,16015.0,0
2014,1.0,1,0,1,0,0,3744.0,1,1978.0,6.0,16015.0,0
2013,1.0,0,0,1,0,0,2500.0,1,2009.0,4.0,16015.0,0
2015,1.0,0,0,1,0,0,2500.0,1,2009.0,4.0,16015.0,0
2013,0.838356164,0,0,1,0,0,2157.0,1,1998.0,5.0,16015.0,1
2014,1.0,0,0,1,0,0,2157.0,1,1998.0,5.0,16015.0,0
2012,1.0,1,0,0,1,1,2800.0,1,1960.0,4.0,16015.0,0
2013,0.665753425,1,0,0,1,1,450.0,1,1970.0,4.0,16015.0,0
2013,1.0,1,1,0,1,1,3100.0,1,1960.0,4.0,16102.0,1
2015,1.0,1,0,1,0,0,1300.0,1,2009.0,3.0,16102.0,0
2016,1.0,1,0,1,0,0,1517.0,1,1960.0,5.0,16102.0,0
2013,1.0,1,0,0,1,1,1003.0,1,1980.0,4.0,16102.0,0
2012,1.0,1,1,0,1,1,1003.0,1,1960.0,4.0,16102.0,0
2014,1.0,0,0,1,0,0,1348.0,1,2007.0,2.0,16292.0,0
2013,0.893150685,1,0,1,0,0,4255.0,1,1987.0,2.0,16374.0,1
2013,1.0,1,0,1,0,0,2315.0,1,1972.0,5.0,16374.0,0
2014,1.0,1,0,1,0,0,2315.0,1,1972.0,5.0,16374.0,0
2014,1.0,0,0,1,0,0,1546.0,1,2008.0,2.0,17028.0,0
2014,0.082191781,0,0,1,0,0,2316.0,1,2003.0,2.0,17028.0,0
2012,1.0,0,1,0,1,1,600.0,1,1988.0,4.0,17094.0,0
2012,1.0,0,0,1,0,0,2145.0,1,2010.0,2.0,17218.0,0
2013,1.0,0,0,1,0,0,2000.0,1,2009.0,4.0,17274.0,0
2013,0.0,0,1,0,1,1,12.0,1,1988.0,4.0,17274.0,0
2013,1.0,0,0,1,0,0,4388.0,1,1975.0,6.0,17291.0,0
2016,1.0,0,0,1,0,0,550.0,1,1975.0,1.0,17297.0,0
2013,1.0,0,0,1,0,0,448.0,1,1850.0,3.0,17299.0,0
2014,1.0,0,0,1,0,0,2367.0,1,1850.0,3.0,17299.0,0
2012,0.50273224,0,0,1,0,0,720.0,1,1967.0,3.0,17299.0,0
2016,0.25136612,0,0,1,0,0,980.0,1,1860.0,4.0,17299.0,0
2012,1.0,0,1,0,1,1,2408.0,1,1988.0,4.0,17300.0,0
2012,1.0,0,1,0,1,1,350.0,1,1988.0,4.0,17300.0,0
2013,1.0,0,1,0,1,1,8950.0,1,1988.0,4.0,17300.0,0
2015,1.0,0,0,1,0,0,2360.0,1,2011.0,3.0,17300.0,0
2012,1.0,0,0,1,0,0,10200.0,1,1971.0,4.0,17300.0,1
2012,0.612021858,0,0,1,0,0,3550.0,1,2006.0,4.0,17300.0,0
2012,0.50273224,0,0,1,0,0,1584.0,1,1970.0,3.0,17300.0,0
2013,1.0,0,0,1,0,0,1584.0,1,1970.0,3.0,17300.0,0
2016,0.99726776,0,0,1,0,0,3720.0,1,1998.0,4.0,17300.0,0
2012,1.0,0,1,0,1,1,536.0,1,1970.0,4.0,17300.0,0
2012,1.0,0,0,0,1,1,270.0,1,1960.0,4.0,17300.0,0
2013,0.0,0,0,0,1,1,400.0,1,1988.0,4.0,17300.0,0
2013,1.0,0,1,0,1,1,1200.0,1,1988.0,4.0,17300.0,1
2015,1.0,0,0,0,1,1,510.0,1,1960.0,4.0,17300.0,0
2012,1.0,0,1,0,1,1,3900.0,1,1988.0,4.0,17300.0,1
2012,1.0,0,1,0,1,1,460.0,1,1960.0,4.0,17300.0,0
2012,1.0,0,1,0,1,1,390.0,1,1980.0,4.0,17306.0,1
2012,1.0,0,1,0,1,1,3300.0,1,1988.0,4.0,17306.0,0
2015,1.0,0,0,1,0,0,520.0,1,1920.0,4.0,17306.0,1
2016,0.99726776,0,0,1,0,0,520.0,1,1920.0,4.0,17306.0,0
2013,1.0,0,0,1,0,0,1215.0,1,1950.0,3.0,17306.0,0
2012,1.0,0,0,1,0,0,1941.0,1,1987.0,4.0,17306.0,1
2015,1.0,0,0,1,0,0,1850.0,1,1980.0,2.0,17380.0,0
2016,1.0,0,1,0,1,1,366.0,1,1988.0,4.0,17411.0,0
2013,0.747945205,0,1,0,1,1,5500.0,1,1988.0,4.0,17461.0,1
2012,1.0,1,1,0,1,1,287.0,1,1960.0,4.0,18033.0,0
2012,1.0,0,0,1,0,0,2750.0,1,1980.0,5.0,19031.0,0
2015,1.0,0,0,1,0,0,300.0,1,1960.0,3.0,19031.0,0
2012,1.0,0,1,0,1,1,1420.0,1,1980.0,4.0,19031.0,0
2014,1.0,0,0,1,0,0,975.0,1,1999.0,4.0,19031.0,0
2015,1.0,0,0,1,0,0,1365.0,1,1980.0,4.0,19031.0,0
2016,1.0,0,0,1,0,0,1365.0,1,1980.0,4.0,19031.0,0
2016,0.99726776,0,0,1,0,0,999.0,1,2006.0,4.0,19031.0,0
2013,1.0,0,0,1,0,0,276.0,1,1960.0,3.0,19031.0,0
2015,0.832876712,0,0,1,0,0,480.0,1,1960.0,4.0,19031.0,0
2016,0.418032787,0,0,1,0,0,2410.0,1,1988.0,6.0,19031.0,0
2016,0.25136612,1,0,1,0,0,750.0,1,1938.0,3.0,19031.0,0
2016,0.237704918,1,0,1,0,0,1000.0,1,1976.0,4.0,19031.0,0
2013,1.0,0,0,0,1,1,808.0,1,1988.0,4.0,19031.0,0
2014,1.0,0,1,0,1,1,2410.0,1,1988.0,4.0,19031.0,0
2012,1.0,0,0,0,1,1,800.0,1,1988.0,4.0,19031.0,0
2014,1.0,0,0,0,1,1,800.0,1,1988.0,4.0,19031.0,0
2016,0.99726776,0,1,0,1,1,1200.0,1,1988.0,4.0,19031.0,0
2013,1.0,0,1,0,1,1,880.0,1,1980.0,4.0,19031.0,0
2014,1.0,0,1,0,1,1,880.0,1,1980.0,4.0,19031.0,0
2014,1.0,0,0,0,1,1,4365.0,1,1980.0,4.0,19031.0,0
2014,1.0,0,1,0,1,1,5007.0,1,1988.0,4.0,19031.0,0
2012,1.0,0,1,0,1,1,585.0,1,1980.0,4.0,19031.0,0
2012,1.0,0,1,0,1,1,450.0,1,1960.0,4.0,19031.0,0
2014,1.0,0,1,0,1,1,450.0,1,1980.0,4.0,19031.0,0
2012,1.0,0,0,1,0,0,660.0,1,2005.0,3.0,19123.0,0
2014,1.0,0,0,1,0,0,660.0,1,2005.0,3.0,19123.0,1
2012,0.803278689,0,0,1,0,0,400.0,1,1940.0,4.0,19272.0,0
2012,1.0,0,0,0,1,1,700.0,1,1970.0,4.0,21054.0,0
2012,1.0,0,0,0,1,1,210.0,1,1960.0,4.0,21054.0,0
2012,1.0,0,1,0,1,1,2360.0,1,1980.0,4.0,21054.0,0
2012,1.0,0,1,0,1,1,2115.0,1,1988.0,4.0,21054.0,0
2013,1.0,0,0,1,0,0,1567.0,1,1890.0,3.0,21054.0,0
2015,1.0,0,0,1,0,0,600.0,1,1900.0,3.0,21054.0,0
2016,0.24863388,0,0,1,0,0,1650.0,1,1970.0,3.0,21054.0,0
2016,0.415300546,0,0,1,0,0,400.0,1,1850.0,4.0,21054.0,0
2012,1.0,0,1,0,1,1,750.0,1,1960.0,4.0,21054.0,0
2014,1.0,0,0,0,1,1,1250.0,1,1960.0,4.0,21054.0,0
2012,1.0,0,0,1,0,0,880.0,1,1990.0,4.0,21054.0,1
2012,1.0,0,0,0,1,1,2610.0,1,1988.0,4.0,21054.0,0
2016,0.99726776,0,0,0,1,1,1080.0,1,1988.0,4.0,21054.0,0
2015,1.0,0,1,0,1,1,1200.0,1,1980.0,4.0,21054.0,0
2014,1.0,0,1,0,1,1,50.0,1,1980.0,4.0,21054.0,0
2013,1.0,0,0,1,0,0,1427.0,1,2001.0,3.0,21054.0,0
2015,1.0,0,1,0,1,1,1835.0,1,1988.0,4.0,21054.0,0
2015,1.0,0,0,1,0,0,1700.0,1,1992.0,5.0,21054.0,0
2012,0.0,0,0,1,0,0,2820.0,1,2012.0,5.0,21166.0,0
2012,1.0,0,0,0,1,1,2041.0,1,1980.0,4.0,21171.0,0
2014,1.0,0,0,0,1,1,2041.0,1,1980.0,4.0,21171.0,0
2016,0.147540984,0,0,1,0,0,200.0,1,2006.0,2.0,21209.0,0
2013,1.0,0,1,0,1,1,600.0,2,1960.0,4.0,21231.0,0
2014,0.41369863,0,1,0,1,1,600.0,2,1960.0,4.0,21231.0,0
2014,1.0,0,0,0,1,1,300.0,2,1970.0,4.0,21231.0,0
2013,1.0,0,1,0,1,1,430.0,2,1960.0,4.0,21231.0,0
2015,1.0,0,1,0,1,1,2907.0,2,1988.0,4.0,21231.0,0
2016,0.99726776,0,0,0,1,1,760.0,2,1960.0,4.0,21231.0,0
2012,1.0,0,0,0,1,1,460.0,2,1960.0,4.0,21231.0,0
2016,0.99726776,0,0,1,0,0,855.0,2,1960.0,4.0,21231.0,0
2013,1.0,0,0,0,1,1,400.0,2,1960.0,4.0,21231.0,0
2013,0.997260274,0,0,1,0,0,1273.0,2,1960.0,7.0,21231.0,1
2014,1.0,0,0,1,0,0,1273.0,2,1960.0,7.0,21231.0,0
2013,0.915068493,0,0,1,0,0,878.0,2,1900.0,3.0,21231.0,0
2012,0.0,0,0,0,1,1,153.0,2,1980.0,4.0,21231.0,0
2012,0.038251366,0,0,0,1,1,912.0,2,1960.0,4.0,21231.0,0
2015,1.0,0,0,0,1,1,659.0,2,1960.0,4.0,21231.0,1
2012,1.0,0,0,0,1,1,324.0,2,1960.0,4.0,21231.0,0
2012,1.0,0,0,0,1,1,300.0,2,1960.0,4.0,21231.0,0
2012,1.0,0,0,0,1,1,508.0,2,1960.0,4.0,21231.0,0
2016,1.0,0,0,0,1,1,788.0,2,1960.0,4.0,21231.0,0
2013,0.41369863,0,1,0,1,1,330.0,2,1960.0,4.0,21231.0,0
2016,0.994535519,0,0,1,0,0,828.0,2,1900.0,3.0,21231.0,0
2012,1.0,0,1,0,1,1,165.0,2,1980.0,4.0,21231.0,0
2015,1.0,0,0,0,1,1,1022.0,2,1960.0,4.0,21231.0,0
2015,1.0,0,0,1,0,0,1025.0,2,1975.0,3.0,21231.0,0
2015,1.0,0,0,0,1,1,3403.0,2,1980.0,4.0,21231.0,1
2012,0.836065574,0,0,0,1,1,762.0,2,1960.0,4.0,21231.0,0
2013,1.0,0,1,0,1,1,4200.0,2,1960.0,4.0,21231.0,0
2012,1.0,0,0,0,1,1,435.0,2,1960.0,4.0,21231.0,0
2016,0.99726776,0,1,0,1,1,446.0,2,1980.0,4.0,21231.0,0
2013,1.0,0,0,0,1,1,1486.0,2,1980.0,4.0,21231.0,0
2012,1.0,0,0,0,1,1,938.0,2,1960.0,4.0,21231.0,0
2012,1.0,0,0,1,0,0,900.0,2,1981.0,4.0,21231.0,0
2014,1.0,0,0,1,0,0,900.0,2,1981.0,4.0,21231.0,0
2016,0.99726776,0,0,1,0,0,900.0,2,1981.0,4.0,21231.0,0
2015,1.0,0,1,0,1,1,881.0,2,1960.0,4.0,21231.0,0
2013,1.0,0,0,0,1,1,5910.0,2,1980.0,4.0,21231.0,0
2016,0.99726776,0,1,0,1,1,1380.0,2,1960.0,4.0,21231.0,0
2014,1.0,1,0,1,0,0,550.0,2,1895.0,3.0,21231.0,0
2012,0.915300546,0,0,1,0,0,400.0,2,1900.0,3.0,21231.0,0
2013,1.0,0,0,0,1,1,524.0,2,1960.0,4.0,21231.0,0
2015,1.0,0,0,0,1,1,524.0,2,1960.0,4.0,21231.0,0
2015,1.0,0,1,0,1,1,920.0,2,1960.0,4.0,21231.0,0
2013,1.0,0,0,0,1,1,810.0,2,1980.0,4.0,21231.0,0
2014,1.0,0,0,0,1,1,810.0,2,1980.0,4.0,21231.0,0
2016,0.75136612,1,0,1,0,0,4230.0,2,1974.0,8.0,21231.0,0
2012,1.0,0,0,0,1,1,300.0,2,1960.0,4.0,21231.0,1
2013,1.0,0,0,1,0,0,452.0,2,1960.0,4.0,21231.0,0
2014,1.0,0,0,0,1,1,2775.0,2,1980.0,4.0,21231.0,0
2014,0.167123288,0,0,0,1,1,5000.0,2,1980.0,4.0,21231.0,0
2012,1.0,0,0,0,1,1,585.0,2,1980.0,4.0,21231.0,0
2013,1.0,0,0,0,1,1,585.0,2,1980.0,4.0,21231.0,0
2012,1.0,0,0,0,1,1,870.0,2,1980.0,4.0,21231.0,0
2015,0.997260274,0,0,0,1,1,870.0,2,1980.0,4.0,21231.0,0
2013,1.0,0,1,0,1,1,500.0,2,1970.0,4.0,21231.0,0
2015,1.0,0,0,0,1,1,1300.0,2,1970.0,4.0,21231.0,0
2016,1.0,0,0,0,1,1,1300.0,2,1970.0,4.0,21231.0,0
2013,1.0,0,0,0,1,1,2400.0,2,1980.0,4.0,21231.0,0
2014,1.0,0,0,0,1,1,1200.0,2,1960.0,4.0,21231.0,0
2015,0.246575342,0,0,0,1,1,2115.0,2,1980.0,4.0,21231.0,0
2013,1.0,0,0,0,1,1,5050.0,2,1960.0,4.0,21231.0,1
2015,1.0,0,0,0,1,1,600.0,2,1960.0,4.0,21231.0,0
2012,1.0,0,0,0,1,1,2115.0,2,1980.0,4.0,21231.0,0
2016,0.912568306,0,1,0,1,1,173.0,2,1980.0,4.0,21231.0,0
2012,1.0,0,0,0,1,1,799.0,2,1960.0,4.0,21231.0,1
2013,0.128767123,0,0,0,1,1,799.0,2,1960.0,4.0,21231.0,0
2013,0.128767123,0,0,0,1,1,480.0,2,1980.0,4.0,21231.0,0
2014,1.0,0,0,0,1,1,2115.0,2,1980.0,4.0,21231.0,1
2012,1.0,0,0,0,1,1,591.0,2,1960.0,4.0,21231.0,0
2014,1.0,0,0,0,1,1,591.0,2,1960.0,4.0,21231.0,0
2016,0.99726776,0,0,0,1,1,591.0,2,1960.0,4.0,21231.0,0
2016,1.0,0,0,0,1,1,841.0,2,1960.0,4.0,21231.0,1
2012,1.0,0,1,0,1,1,480.0,2,1960.0,4.0,21231.0,0
2015,1.0,0,0,0,1,1,1557.0,2,1980.0,4.0,21231.0,1
2013,1.0,0,0,0,1,1,1038.0,2,1960.0,4.0,21231.0,1
2013,0.871232877,0,1,0,1,1,2166.0,2,1980.0,4.0,21231.0,1
2012,1.0,0,0,0,1,1,251.0,2,1960.0,4.0,21231.0,0
2012,1.0,0,1,0,1,1,1.0,1,1988.0,4.0,21278.0,0
2015,1.0,0,0,0,1,1,8796.0,1,1980.0,4.0,21278.0,1
2012,1.0,0,0,0,1,1,3600.0,1,1980.0,4.0,21278.0,0
